1326,3.3611
1331,3.2778
1336,3.2222
1342,3.1111
1349,3.1111
1350,3.1389
1357,3.1389
1364,3.1111
1370,3.1944
1376,3.3611
1382,3.4444
1389,3.3611
1395,3.1667
1402,3.1389
1407,3.2222
1414,3.3056
1420,3.25
1427,3.1944
1433,3.2778
1440,3.3611
1445,3.3056
1451,3.25
1458,3.25
1459,3.2778
1465,3.3333
1471,3.2222
1477,3.2222
1482,3.3333
1488,3.3333
1495,3.1389
1500,3
1505,3.0556
1510,3.1944
1516,3.25
1521,3.3611
1525,3.4167
1527,3.4167
1534,3.1944
1539,3.1944
1544,3.25
1550,3.2222
1554,3.1944
1559,3.1389
1565,3.2778
1570,3.3889
1576,3.3611
1582,3.3056
1588,3.3056
1595,3.3333
1602,3.1111
1608,3.1389
1614,3.4167
1620,3.4722
1625,3.5
1630,3.5
1635,3.5278
1641,3.4722
1647,3.3611
1652,3.3333
1657,3.4444
1662,3.5
1668,3.5
1674,3.4722
1680,3.4444
1686,3.4444
1687,3.4167
1692,3.5
1698,3.5
1702,3.5833
1708,3.6389
1714,3.4167
1719,3.1667
1725,3.1389
1731,3.1667
1738,3.1111
1744,3.2222
1750,3.3611
1756,3.3333
1762,3.2778
1767,3.2222
1773,3.1389
1779,2.8889
1785,2.8333
1790,3.1389
1795,3.3333
1800,3.2778
1806,3.1389
1812,3.1111
1818,3.25
1823,3.4167
1829,3.3333
1835,3.3056
1836,3.3056
1842,3.4167
1848,3.4722
1853,3.4722
1858,3.3889
1862,3.3333
1867,3.3333
1873,3.5
1879,3.4167
1886,3.3056
1892,3.2222
1897,3.2778
1903,3.3889
1909,3.3889
1913,3.3611
1919,3.2222
1924,3.1111
1929,3.1111
1934,3.0556
1941,3.1111
1947,3.2778
1953,3.3889
1958,3.5
1964,3.5278
1970,3.5
1971,3.4722
1977,3.3889
1982,3.3333
1988,3.3333
1993,3.2778
1997,3.3056
2002,3.3889
2007,3.4167
2013,3.3889
2014,3.3889
2020,3.4444
2026,3.4167
2031,3.4167
2037,3.3056
2042,3.1389
2048,3.2778
2054,3.4444
2055,3.3889
2060,3.2778
2066,3.2222
2072,3.3333
2078,3.3611
2084,3.1389
2090,3.1111
2095,3.2222
2101,3.1389
2107,3.1111
2113,3.2778
2118,3.3333
2124,3.2778
2131,3.2778
2137,3.3056
2143,3.25
2149,3.2778
2155,3.3056
2156,3.3611
2162,3.5
2168,3.5556
2174,3.4444
2179,3.4444
2185,3.4444
2191,3.3056
2197,3.2222
2204,3.1667
2211,3.1111
2216,3.0833
2222,3.1389
2227,3.2222
2233,3.1389
2239,3.2222
2245,3.2778
2250,3.3056
2256,3.2778
2261,3.25
2267,3.1944
2273,3.2222
2279,2.7778
2284,2.5
2290,2.8889
2295,3.1667
2300,3.25
2305,3.2222
2310,3.2222
2315,3.2778
2320,3.3056
2326,3.3333
2327,3.3333
2333,3.1667
2339,3.1111
2345,3.1111
2352,3.0833
2353,3.0556
2359,3.1389
2364,3.1111
2369,3.1389
2375,3.1944
2381,3.1667
2388,3.0556
2394,3.0556
2401,3.1111
2402,3.1111
2408,3.1667
2414,3.1667
2421,3.1111
2427,2.9722
2430,2.6389
2433,2.8056
2434,2.8333
2438,2.9444
2441,3.3056
2442,3.5
2444,3.7222
2446,3.7222
2452,3.7778
2457,3.1389
2463,3
2469,2.8611
2475,2.8889
2480,3
2486,3.0278
2492,3
2498,3.0278
2504,3.0556
2511,3.0278
2512,3
2518,3.0278
2523,3.0833
2529,3.0556
2536,3.1111
2543,3.1667
2549,3.0833
2554,3.0556
2561,3.1389
2567,3.1389
2573,3.1667
2578,3.1944
2583,3.1667
2589,3.1389
2594,3.1389
2601,3.1389
2606,3.1111
2611,3.1111
2617,3.1389
2622,3.1667
2629,3.1111
2636,3.0833
2637,3.0833
2643,3.0833
2650,3.0833
2656,3.1111
2661,3.1389
2667,3.1111
2673,3.0278
2678,3.0556
2685,3.1111
2690,3.0833
2695,3.0833
2701,3.0556
2707,3.1111
2714,3.1667
2720,3.1389
2725,3.1667
2730,3.1667
2735,3.1389
2741,3.1667
2746,3.2222
2751,3.2222
2756,3.1944
2762,3.1667
2766,3.1389
2769,3.1667
2775,3.1389
2782,3.1389
2788,3.1111
2794,3.0833
2800,3.1389
2806,3.1389
2812,3.1111
2818,3.1111
2823,3.0833
2829,3.1111
2836,3.1389
2842,3.1111
2847,3.1389
2852,3.1667
2857,3.1944
2864,3.0833
2871,3.0556
2876,3.0833
2883,3.1389
2888,3.1389
2894,3.1389
2900,3.0556
2906,2.9167
2913,3.0833
2918,3.3333
2923,3.4167
2928,3.25
2933,3.1667
2939,3.1111
2944,3.1389
2949,3.1389
2955,3.1389
2961,3.1389
2966,3.1389
2971,3.1111
2977,3.1667
2982,3.1944
2988,3.3056
2993,3.3333
2998,3.3333
3003,3.3611
3007,3.3056
3013,3.2778
3018,3.2778
3024,3.1667
3031,3.1667
3037,3.2222
3044,3.2222
3049,3.0556
3053,3.0556
3055,3.0556
3056,3.0556
3057,3.0556
3061,4.75
3063,4.6667
3064,4.6389
3068,4.5
3070,4.6111
3073,3.0278
3079,3.1944
3081,3.1944
3084,3.1111
3090,3.0278
3095,3.0278
3100,3.0278
3106,3.0833
3111,3
3116,2.9722
3122,3.0278
3127,2.9722
3131,2.6944
3135,2.8611
3140,3.0556
3145,3.1389
3150,3.1389
3155,3.2222
3160,3.25
3167,3.1944
3173,3.0833
3178,2.9722
3182,2.5833
3186,2.5556
3192,2.8056
3196,3.0833
3201,3.2222
3205,3.3056
3211,3.3333
3216,3.3056
3222,3.3056
3228,3.2222
3234,3.1111
3240,3.1944
3245,3.25
3251,3.1944
3258,3.1389
3264,3.1944
3271,3.2778
3278,3.2222
3283,3.1667
3288,3.1944
3293,3.3889
3298,3.3611
3303,3.3333
3309,3.3056
3310,3.3333
3316,3.1111
3321,2.9722
3326,3.0278
3332,3.1389
3338,3.1389
3344,3.0833
3350,3.0556
3355,3.0833
3360,3.0278
3366,3.0278
3373,3.0556
3378,2.9722
3384,2.8611
3390,2.8889
3396,3.0556
3402,3.1111
3403,3.1389
3404,3.1389
3407,3.0833
3411,2.9722
3417,2.8611
3422,2.9444
3428,3.0833
3433,3.1667
3438,3.0833
3443,2.8889
3447,2.9167
3453,2.7778
3458,2.6944
3463,2.8333
3469,3.1667
3475,3.2778
3481,3.2222
3486,3.1111
3493,3.1667
3494,3.1389
3500,3.0833
3505,3.0278
3511,2.9444
3517,2.8889
3523,3
3528,3.0556
3533,3.1111
3538,3.1389
3544,3.1111
3550,3
3552,2.9167
3554,2.7778
3558,2.8333
3564,3.0556
3570,3.1389
3575,3.0556
3581,3
3587,2.8889
3592,2.75
3598,2.7222
3604,2.9167
3611,3.1944
3616,3.1944
3621,3.2222
3627,3.25
3633,3.1389
3639,2.9722
3643,2.9444
3644,2.9167
3649,2.9444
3651,3.1111
3654,3.1944
3660,3.3056
3666,3.2222
3671,3.0278
3675,2.9167
3677,2.9167
3679,2.8889
3682,2.8611
3685,2.8889
3687,2.8333
3693,2.8056
3699,2.8333
3705,2.7778
3712,2.7778
3717,2.8056
3723,2.8889
3730,2.9444
3731,2.8889
3736,2.8611
3738,2.8611
3744,2.8333
3748,2.8333
3749,2.8333
3753,2.8889
3755,2.9444
3758,3
3764,2.9722
3771,2.9444
3778,2.9722
3785,2.9444
3791,2.9722
3798,3
3804,3.0833
3810,3.1667
3816,3.1944
3822,3.25
3828,3.1667
3833,3.0833
3838,3.1389
3845,3.2222
3850,3.2222
3856,3.1944
3862,3
3868,2.8889
3875,3
3881,2.9722
3887,2.9444
3893,3.1389
3898,3.1389
3905,3.0278
3907,3.0833
3913,3.3056
3919,3.3889
3920,3.3889
3926,3.3889
3932,3.3056
3938,3.25
3944,3.1944
3950,3.0833
3954,3.0278
3957,2.9722
3962,2.8889
3968,2.8611
3974,2.8333
3980,2.8611
3986,2.9444
3993,2.9444
3998,2.8056
4004,2.7778
4010,2.8056
4015,2.8333
4021,3
4026,3.1944
4033,3.1667
4038,3.1111
4042,3.1667
4049,3.3056
4054,3.3889
4061,3.2778
4062,3.2222
4063,3.1667
4563,0
4564,0
4567,1.75
4569,2.1667
4570,2.2778
4573,2.5
4577,2.9167
4579,3.0833
4585,3.2222
4588,3.1667
4592,3.1667
4593,3.3889
4597,3.4444
4598,3.4444
4603,3.4722
4604,3.1944
4608,3.1389
4610,3.1389
4616,3.25
4621,3.2778
4625,3.1944
4630,3.25
4636,3.2778
4643,3.1944
4650,3.1667
4656,3.1667
4663,3.0833
4669,3.0556
4676,3.0278
4682,3.0833
4688,3.0833
4693,3
4699,3.0278
4706,3.0278
4707,3.0278
4713,3
4719,3.0278
4725,3.0833
4731,3.1111
4737,3.1389
4742,3.1389
4747,3.0833
4753,3.0556
4758,3.1111
4764,3
4769,3.0278
4775,3.1944
4779,3.1111
4784,3.0556
4789,2.9444
4794,2.8611
4799,3
4806,3.0556
4811,2.9167
4817,2.9444
4823,2.9444
4829,2.9167
4834,2.9722
4839,3.0556
4845,3.0278
4851,3
4857,3
4863,3
4869,3.0833
4875,3.1389
4880,3.1389
4885,3.0833
4890,3.1111
4891,3.1111
4897,3.1389
4903,3.0556
4909,3.0833
4915,3.1667
4921,3.1389
4927,3.0278
4933,3.0556
4939,3.0556
4945,2.9722
4950,2.9444
4955,2.8889
4960,2.75
4965,2.75
4971,2.9167
4977,2.9167
4983,3.0278
4989,3.1389
4995,3.1389
5000,3.1389
5007,3.1389
5013,3.1667
5019,3.1944
5025,3.1944
5032,3.1389
5038,3.1389
5044,3.1944
5050,3.1667
5056,3.1111
5062,3.1389
5068,3.1389
5074,3.1389
5080,3.1389
5085,3.1111
5092,3.0833
5098,3.0278
5104,3
5110,3.0556
5116,3.0556
5122,3.0556
5129,3.0833
5135,3.0556
5141,3.0556
5147,3.0278
5153,3
5160,3.0556
5165,3.0278
5170,3.1111
5176,3.1944
5183,3.1389
5189,3.1389
5194,3.1389
5199,3.1111
5206,3.1389
5211,3.0833
5216,3.0556
5222,3.0556
5227,3.0278
5232,3.0278
5238,3.0833
5244,3.0833
5250,3.0833
5256,3.1111
5263,3.0833
5270,3
5277,3.0278
5283,3.0278
5290,3.0556
5297,2.9167
5304,2.8056
5310,2.8056
5317,2.8889
5324,3
5330,3.1111
5336,3.1944
5342,3.1389
5349,3.1389
5356,3.1667
5357,3.1667
5364,3.1389
5365,3.1389
5371,3.1111
5378,3.0833
5384,3.0833
5390,3.1111
5395,3.1111
5401,3.1389
5407,3.0833
5413,3.0278
5420,3
5426,3
5431,3.0278
5437,2.9722
5443,3.0278
5450,3.1667
5455,3.1944
5461,3.1389
5468,3.0278
5474,2.9722
5480,2.9167
5485,2.9167
5490,2.9444
5496,2.9722
5501,3
5507,2.9444
5512,2.8889
5517,2.9167
5523,2.9444
5528,2.9722
5533,3
5539,3
5545,2.9722
5546,2.9722
5551,3.0278
5557,3.0833
5562,3.1111
5567,3.0556
5573,3.0278
5579,3.0278
5585,2.9444
5591,2.8611
5598,2.7778
5604,2.8333
5610,2.9722
5617,2.9444
5622,2.9722
5628,2.9444
5634,2.9167
5640,2.9167
5646,2.9722
5652,3.0278
5658,3.0833
5664,3.0556
5670,3
5676,3.0278
5682,3.0278
5689,2.9444
5695,2.9444
5701,3.0278
5708,2.9722
5715,2.9444
5722,3
5729,3
5736,2.9722
5737,2.9722
5744,2.9722
5750,2.9722
5757,2.9722
5763,2.9167
5769,2.9444
5776,2.9167
5782,2.8611
5788,2.9722
5795,2.9722
5802,2.9167
5809,2.8889
5814,2.9444
5820,2.9722
5826,2.9167
5832,2.8611
5838,2.8611
5844,2.9444
5850,2.9444
5856,2.9167
5862,2.9722
5868,2.9722
5874,2.9722
5880,3.0278
5883,2.9722
5885,2.9722
5891,2.9444
5896,2.9444
5902,2.9444
5908,3.0278
5913,3.0556
5919,2.8611
5926,2.5278
5931,2.6667
5937,3.0278
5942,3.0833
5948,3.2778
5953,3.4444
5959,3.3333
5963,3.3611
5964,3.3611
5970,3.5
5976,3.5833
5979,3.3611
5980,3.2222
6179,0
6181,1.1944
6183,2.1389
6188,2.75
6189,2.8056
6196,3.25
6202,3.1944
6206,3.2222
6207,3.2222
6210,3.1944
6213,3.2222
6214,3.2222
6219,3.1944
6221,3.1667
6227,3.1389
6233,3.1389
6238,3.1944
6245,3.1389
6251,3.1389
6256,3.1944
6261,3.2222
6266,3.1389
6271,3.0278
6277,2.9444
6283,3.1111
6288,3.2778
6294,3.2778
6300,3.25
6305,3.2778
6310,3.2778
6317,3.2222
6324,3.1389
6330,3.0833
6335,3.1389
6341,3.1389
6346,3.0556
6352,3.1111
6357,3.0833
6363,3.0556
6370,3.0833
6376,3.0833
6381,3.0278
6387,3.2222
6393,3.4444
6399,3.5
6400,3.5
6404,3.5833
6410,3.5
6416,3.2778
6423,3.2778
6428,3.1944
6433,3.1389
6439,3.1111
6445,3.1667
6450,3.1944
6455,3.25
6460,3.25
6465,3.0556
6471,2.8889
6476,3.0833
6482,3.2778
6488,3.3333
6494,3.3889
6500,3.3333
6506,3.3333
6512,3.2778
6518,3.1944
6524,3.1944
6530,3.2778
6536,3.3889
6543,3.3611
6549,3.3611
6555,3.3889
6561,3.3333
6562,3.3333
6567,3.3333
6573,3.3889
6579,3.4167
6580,3.4444
6586,3.4722
6587,3.4722
6593,3.4167
6594,3.4167
6599,3.2778
6606,3.1944
6612,3.1944
6617,3.1667
6623,3.1944
6630,3.25
6635,3.3611
6642,3.3889
6647,3.3333
6654,3.25
6660,3.3611
6661,3.3611
6667,3.4722
6672,3.4167
6678,3.3889
6679,3.3889
6685,3.3889
6686,3.3889
6692,3.3611
6693,3.3611
6700,3.3333
6703,3.3333
6707,3.3056
6713,3.3333
6714,3.3611
6719,3.4167
6725,3.4167
6726,3.3889
6732,3.3889
6738,3.4444
6739,3.4444
6744,3.4167
6750,3.4167
6751,3.4444
6757,3.5556
6762,3.6389
6767,3.5556
6771,3.5278
6776,3.4722
6781,3.4167
6786,3.4444
6792,3.4722
6797,3.5278
6803,3.6111
6809,3.5833
6814,3.5833
6818,3.5833
6824,3.4722
6825,3.4167
6827,3.3056
6829,3.3333
6833,3.4722
6836,3.6389
6839,3.8333
6841,3.7778
6843,3.7222
6845,3.6389
